Product_ID,Category,Product_Name,Brand,Price,Cost,Units_Sold,SKU,Shelf_Space,Customer_Ratings,Frequency_of_Purchase,Sales,Gross_Margin,Total_Customers,Total_Transactions
P04191,Produce,Product 4191,Brand D,33.28,13.22,4809,96,4.8,2.9,81,160043.52,96468.54,1246,1493
P04192,Frozen,Product 4192,Brand E,19.34,17.3,5120,61,2.95,4.0,51,99020.8,10444.8,4784,5120
P04193,Bakery,Product 4193,Brand E,9.49,4.99,3188,92,2.23,2.9,26,30254.12,14346.0,2419,2497
P04194,Beverages,Product 4194,Brand C,37.92,13.22,4272,48,0.5,3.5,57,161994.24,105518.4,4148,4272
P04195,Produce,Product 4195,Brand A,42.92,13.22,5186,50,2.59,4.3,57,222583.12,154024.2,4697,5186
P04196,Bakery,Product 4196,Brand C,35.48,23.68,3736,45,2.0,3.9,91,132553.28,44084.8,3440,3472
P04197,Bakery,Product 4197,Brand A,24.2,5.59,3212,15,2.31,3.3,66,77730.4,59775.32,992,1414
P04198,Bakery,Product 4198,Brand C,45.16,25.52,2882,32,2.23,2.7,70,130151.12,56602.48,2715,2882
P04199,Snacks,Product 4199,Brand A,44.62,20.55,4695,19,0.91,3.3,53,209490.9,113008.65,4413,4695
P04200,Snacks,Product 4200,Brand C,35.35,38.79,4747,94,1.64,3.7,32,167806.45,-16329.68,3723,3753
P04201,Dairy,Product 4201,Brand D,1.71,5.27,2560,69,3.17,2.5,85,4377.6,-9113.6,2306,2560
P04202,Beverages,Product 4202,Brand E,5.12,23.8,3948,39,1.28,4.1,96,20213.76,-73748.64,459,628
P04203,Snacks,Product 4203,Brand B,47.42,10.69,3901,79,4.95,3.9,62,184985.42,143283.73,1588,1947
P04204,Snacks,Product 4204,Brand C,44.88,39.3,2783,14,1.21,3.9,42,124901.04,15529.14,390,783
P04205,Beverages,Product 4205,Brand E,19.37,37.82,3860,88,0.82,2.6,65,74768.2,-71217.0,3126,3158
P04206,Snacks,Product 4206,Brand A,42.4,5.89,2703,66,3.02,4.5,37,114607.2,98686.53,2213,2397
P04207,Dairy,Product 4207,Brand C,29.7,15.07,3300,52,3.19,4.0,32,98010.0,48279.0,2304,2357
P04208,Dairy,Product 4208,Brand D,29.6,27.55,4349,61,4.27,4.4,72,128730.4,8915.45,3958,4349
P04209,Bakery,Product 4209,Brand A,23.45,13.44,4107,98,2.26,4.0,16,96309.15,41111.07,3647,4107
P04210,Produce,Product 4210,Brand A,28.16,11.9,4730,86,2.95,3.3,11,133196.8,76909.8,1666,2073
P04211,Bakery,Product 4211,Brand B,47.79,25.0,2841,15,3.81,4.1,74,135771.39,64746.39,2504,2841
P04212,Dairy,Product 4212,Brand A,26.86,21.22,5162,11,2.63,3.7,13,138651.32,29113.68,4726,5162
P04213,Frozen,Product 4213,Brand B,3.25,27.03,4725,26,3.0,3.8,17,15356.25,-112360.5,579,728
P04214,Dairy,Product 4214,Brand B,22.02,22.44,5068,97,1.54,3.4,58,111597.36,-2128.56,4992,5068
P04215,Beverages,Product 4215,Brand A,40.37,1.29,1669,21,4.48,3.9,38,67377.53,65224.52,1199,1669
P04216,Bakery,Product 4216,Brand D,35.09,19.01,2742,53,4.46,4.1,91,96216.78,44091.36,2335,2742
P04217,Snacks,Product 4217,Brand D,48.82,39.99,3931,63,4.18,3.6,64,191911.42,34710.73,3862,3931
P04218,Bakery,Product 4218,Brand E,5.63,22.44,2934,87,0.52,3.7,46,16518.42,-49320.54,575,849
P04219,Snacks,Product 4219,Brand D,37.56,23.97,3706,16,2.82,2.9,15,139197.36,50364.54,3477,3706
P04220,Beverages,Product 4220,Brand C,31.29,34.71,4188,99,4.54,3.1,33,131042.52,-14322.96,1016,1053
P04221,Dairy,Product 4221,Brand A,49.53,18.7,4979,41,0.76,3.0,88,246609.87,153502.57,4844,4979
P04222,Beverages,Product 4222,Brand A,47.55,31.01,2370,38,3.79,4.4,49,112693.5,39199.8,2309,2370
P04223,Beverages,Product 4223,Brand A,32.52,6.92,5128,55,0.82,4.6,21,166762.56,131276.8,4997,5128
P04224,Snacks,Product 4224,Brand A,14.81,20.71,2172,82,4.83,4.4,73,32167.32,-12814.8,2171,2172
P04225,Bakery,Product 4225,Brand A,21.04,37.21,4894,87,2.82,3.9,55,102969.76,-79135.98,1459,1519
P04226,Snacks,Product 4226,Brand B,8.98,34.56,3095,62,1.77,3.5,23,27793.1,-79170.1,1407,1797
P04227,Dairy,Product 4227,Brand A,49.35,39.47,2701,90,4.92,4.6,36,133294.35,26685.88,2321,2701
P04228,Beverages,Product 4228,Brand D,6.79,11.14,3248,34,1.04,4.7,46,22053.92,-14128.8,2921,3248
P04229,Snacks,Product 4229,Brand D,31.82,21.22,4772,62,3.79,2.7,86,151845.04,50583.2,4425,4772
P04230,Snacks,Product 4230,Brand D,2.24,38.79,2267,38,1.04,2.7,71,5078.08,-82858.85,802,1244
P04231,Produce,Product 4231,Brand C,31.82,20.71,1345,91,3.9,4.9,76,42797.9,14942.95,217,248
P04232,Beverages,Product 4232,Brand D,22.63,33.61,2464,92,3.85,3.7,89,55760.32,-27054.72,2200,2464
P04233,Beverages,Product 4233,Brand B,47.57,18.77,4296,90,3.85,2.7,85,204360.72,123724.8,3363,3825
P04234,Dairy,Product 4234,Brand C,42.92,18.17,5142,15,3.65,2.7,23,220694.64,127264.5,4767,5142
P04235,Snacks,Product 4235,Brand D,25.23,10.08,2464,85,2.23,4.2,48,62166.72,37329.6,2060,2459
P04236,Bakery,Product 4236,Brand C,31.82,38.81,4725,47,3.51,2.5,14,150349.5,-33027.75,4718,4725
P04237,Snacks,Product 4237,Brand B,32.48,10.7,4965,12,1.37,3.3,85,161263.2,108137.7,871,1262
P04238,Bakery,Product 4238,Brand C,3.76,20.71,3346,44,4.8,4.8,35,12580.96,-56714.7,2929,3346
P04239,Beverages,Product 4239,Brand A,27.91,30.88,4733,64,2.45,3.2,90,132098.03,-14057.01,4308,4733
P04240,Bakery,Product 4240,Brand C,1.56,7.68,3248,56,0.99,4.6,62,5066.88,-19877.76,1387,1828
P04241,Dairy,Product 4241,Brand E,16.68,6.92,1602,42,0.71,2.9,72,26721.36,15635.52,1467,1602
P04242,Bakery,Product 4242,Brand A,41.27,35.92,4137,12,4.34,4.4,20,170733.99,22132.95,3694,4137
P04243,Snacks,Product 4243,Brand D,49.66,24.92,2730,78,0.75,4.9,42,135571.8,67540.2,198,218
P04244,Bakery,Product 4244,Brand D,6.05,10.7,3777,68,3.48,4.6,50,22850.85,-17563.05,1146,1473
P04245,Produce,Product 4245,Brand D,3.22,39.3,4868,87,3.48,4.9,49,15674.96,-175637.44,4434,4868
P04246,Beverages,Product 4246,Brand C,27.27,4.0,4045,27,2.9,3.3,55,110307.15,94127.15,3903,4045
P04247,Bakery,Product 4247,Brand B,35.48,2.55,4229,86,0.91,4.4,13,150044.92,139260.97,3855,4229
P04248,Beverages,Product 4248,Brand A,23.27,27.32,4725,75,3.15,3.1,20,109950.75,-19136.25,4582,4725
P04249,Snacks,Product 4249,Brand B,15.37,28.68,4582,34,0.79,2.9,90,70425.34,-60986.42,705,915
P04250,Beverages,Product 4250,Brand E,14.72,31.01,2954,29,0.66,4.5,36,43482.88,-48120.66,2269,2663
P04251,Produce,Product 4251,Brand D,3.76,19.51,1145,80,0.54,3.1,17,4305.2,-18033.75,662,1145
P04252,Frozen,Product 4252,Brand B,37.79,17.55,4575,84,5.0,3.2,30,172889.25,92598.0,4100,4575
P04253,Beverages,Product 4253,Brand A,32.12,2.55,1233,78,4.37,3.5,14,39603.96,36459.81,119,244
P04254,Snacks,Product 4254,Brand B,31.82,15.07,5228,38,2.65,2.5,71,166354.96,87569.0,4737,5228
P04255,Frozen,Product 4255,Brand A,47.07,34.06,4381,27,4.05,4.0,41,206213.67,56996.81,4060,4381
P04256,Bakery,Product 4256,Brand D,5.16,32.77,1862,81,2.85,4.4,98,9607.92,-51409.82,1423,1862
P04257,Frozen,Product 4257,Brand D,45.41,24.92,4053,36,0.74,3.2,67,184046.73,83045.97,3641,4053
P04258,Frozen,Product 4258,Brand C,48.5,37.82,4774,51,3.85,3.5,81,231539.0,50986.32,3257,3611
P04259,Snacks,Product 4259,Brand A,23.27,15.07,4272,75,4.53,4.0,36,99409.44,35030.4,3840,4272
P04260,Produce,Product 4260,Brand A,47.42,34.66,4018,35,2.17,3.4,35,190533.56,51269.68,2259,2262
P04261,Bakery,Product 4261,Brand A,29.7,8.91,4067,32,2.85,3.1,49,120789.9,84552.93,1414,1858
P04262,Dairy,Product 4262,Brand E,31.18,20.19,3747,14,1.02,3.8,38,116831.46,41179.53,2526,3023
P04263,Snacks,Product 4263,Brand E,33.28,11.44,4184,89,4.08,4.4,82,139243.52,91378.56,4053,4184
P04264,Beverages,Product 4264,Brand E,39.96,21.52,3605,20,2.45,4.9,91,144055.8,66476.2,1039,1114
P04265,Beverages,Product 4265,Brand E,29.59,2.55,1168,28,3.11,3.3,16,34561.12,31582.72,337,661
P04266,Bakery,Product 4266,Brand D,47.13,28.68,2218,89,3.08,4.6,30,104534.34,40922.1,743,1221
P04267,Frozen,Product 4267,Brand C,29.7,15.13,4271,21,2.58,3.4,89,126848.7,62228.47,284,707
P04268,Produce,Product 4268,Brand E,48.2,5.54,4831,11,3.82,4.7,76,232854.2,206090.46,1930,2368
P04269,Snacks,Product 4269,Brand D,19.34,36.87,3166,52,4.41,3.6,19,61230.44,-55499.98,1885,2045
P04270,Bakery,Product 4270,Brand C,33.95,32.52,4780,31,4.39,4.5,71,162281.0,6835.4,1548,1820
P04271,Dairy,Product 4271,Brand A,6.69,9.99,4694,35,0.7,3.0,17,31402.86,-15490.2,4677,4694
P04272,Dairy,Product 4272,Brand A,42.4,13.29,2057,42,0.73,4.9,13,87216.8,59879.27,1481,1876
P04273,Snacks,Product 4273,Brand D,31.75,9.99,1100,33,1.64,3.5,38,34925.0,23936.0,461,817
P04274,Produce,Product 4274,Brand C,42.92,19.01,1191,78,2.86,4.2,21,51117.72,28476.81,1159,1191
P04275,Dairy,Product 4275,Brand E,48.52,34.71,2949,30,3.72,3.9,60,143085.48,40725.69,615,992
P04276,Frozen,Product 4276,Brand C,2.24,7.89,3257,55,4.81,3.7,28,7295.68,-18402.05,429,912
P04277,Bakery,Product 4277,Brand B,4.46,32.34,3615,27,0.67,4.6,40,16122.9,-100786.2,3241,3615
P04278,Produce,Product 4278,Brand C,14.77,4.52,3994,14,4.83,4.6,35,58991.38,40938.5,3839,3994
P04279,Beverages,Product 4279,Brand C,6.79,18.7,2058,17,4.48,3.3,15,13973.82,-24510.78,392,504
P04280,Dairy,Product 4280,Brand E,48.82,29.17,4771,94,4.44,4.2,38,232920.22,93750.15,459,557
P04281,Bakery,Product 4281,Brand D,14.77,20.38,4671,66,4.48,4.2,26,68990.67,-26204.31,1709,1970
P04282,Beverages,Product 4282,Brand A,29.59,16.71,3016,14,3.81,3.6,29,89243.44,38846.08,2671,3016
P04283,Produce,Product 4283,Brand C,41.27,5.04,1552,22,1.06,4.6,51,64051.04,56228.96,1460,1552
P04284,Bakery,Product 4284,Brand D,26.3,2.91,1996,92,4.19,2.6,56,52494.8,46686.44,723,869
P04285,Produce,Product 4285,Brand A,48.2,19.01,2849,75,2.38,4.3,83,137321.8,83162.31,1665,1668
P04286,Beverages,Product 4286,Brand D,25.65,5.27,2304,46,3.4,4.4,79,59097.6,46955.52,2020,2304
P04287,Produce,Product 4287,Brand C,42.4,28.31,2124,99,5.0,4.1,11,90057.6,29927.16,1611,2061
P04288,Produce,Product 4288,Brand A,35.14,38.81,5103,38,0.72,4.6,83,179319.42,-18728.01,4813,5103
P04289,Bakery,Product 4289,Brand C,49.31,14.84,1968,78,2.71,3.1,46,97042.08,67836.96,674,1016
P04290,Bakery,Product 4290,Brand A,11.96,30.06,2507,41,3.69,4.2,28,29983.72,-45376.7,2101,2507
P04291,Bakery,Product 4291,Brand C,26.3,13.29,2584,57,1.75,4.0,50,67959.2,33617.84,496,869
P04292,Beverages,Product 4292,Brand E,26.3,11.14,3094,11,2.26,5.0,25,81372.2,46905.04,2808,3094
P04293,Snacks,Product 4293,Brand E,5.47,4.0,5079,78,3.15,4.0,93,27782.13,7466.13,4597,5079
P04294,Produce,Product 4294,Brand D,39.69,23.46,1659,60,1.33,3.9,69,65845.71,26925.57,1611,1659
P04295,Dairy,Product 4295,Brand C,23.96,27.55,3273,44,0.75,3.1,66,78421.08,-11750.07,2193,2258
P04296,Frozen,Product 4296,Brand A,13.26,33.61,5103,92,3.2,2.5,73,67665.78,-103846.05,4882,5103
P04297,Snacks,Product 4297,Brand D,37.79,16.16,4794,24,0.54,4.9,14,181165.26,103694.22,4349,4794
P04298,Frozen,Product 4298,Brand C,5.63,18.7,4603,81,1.67,3.2,27,25914.89,-60161.21,4456,4603
P04299,Beverages,Product 4299,Brand D,29.63,8.65,3259,74,1.77,3.8,81,96564.17,68373.82,2792,3259
P04300,Dairy,Product 4300,Brand C,37.97,18.3,3692,47,1.97,2.6,22,140185.24,72621.64,2132,2621
P04301,Frozen,Product 4301,Brand E,22.51,2.05,1634,95,2.26,4.4,83,36781.34,33431.64,1454,1634
P04302,Frozen,Product 4302,Brand A,15.37,16.89,5131,26,2.66,4.0,45,78863.47,-7799.12,4834,5131
P04303,Frozen,Product 4303,Brand B,31.75,8.85,4085,89,1.37,4.0,28,129698.75,93546.5,2852,3201
P04304,Snacks,Product 4304,Brand C,16.82,33.61,1883,54,4.81,3.7,40,31672.06,-31615.57,1392,1883
P04305,Produce,Product 4305,Brand B,49.32,9.99,4188,10,2.2,3.3,32,206552.16,164714.04,3835,4188
P04306,Snacks,Product 4306,Brand C,31.67,38.01,4851,12,4.83,3.3,41,153631.17,-30755.34,4352,4851
P04307,Beverages,Product 4307,Brand C,9.49,18.77,3920,79,1.37,3.0,20,37200.8,-36377.6,3839,3920
P04308,Produce,Product 4308,Brand B,3.82,13.49,5167,61,2.9,3.4,75,19737.94,-49964.89,4809,5167
P04309,Frozen,Product 4309,Brand C,41.27,29.94,2769,62,2.42,3.6,14,114276.63,31372.77,2576,2769
P04310,Beverages,Product 4310,Brand A,19.34,6.31,3291,12,2.2,4.0,22,63647.94,42881.73,2008,2442
P04311,Frozen,Product 4311,Brand C,43.06,10.08,3296,56,2.48,2.5,95,141925.76,108702.08,2999,3296
P04312,Bakery,Product 4312,Brand D,25.14,39.87,3921,84,2.38,4.3,73,98573.94,-57756.33,1375,1498
P04313,Frozen,Product 4313,Brand A,18.44,20.19,4751,95,2.63,3.8,44,87608.44,-8314.25,4462,4751
P04314,Dairy,Product 4314,Brand B,44.67,2.73,3190,15,3.97,3.6,92,142497.3,133788.6,158,386
P04315,Dairy,Product 4315,Brand C,14.81,28.68,4493,55,2.29,3.6,38,66541.33,-62317.91,4023,4493
P04316,Beverages,Product 4316,Brand E,28.14,34.71,798,70,3.48,3.4,32,22455.72,-5242.86,716,798
P04317,Produce,Product 4317,Brand A,42.97,38.81,4882,52,2.14,4.4,92,209779.54,20309.12,3771,4172
P04318,Bakery,Product 4318,Brand B,37.78,7.79,2798,65,2.63,3.5,89,105708.44,83912.02,2318,2798
P04319,Dairy,Product 4319,Brand A,2.3,30.33,3607,79,4.83,5.0,25,8296.1,-101104.21,1811,1895
P04320,Bakery,Product 4320,Brand E,27.91,39.3,4588,29,1.06,4.8,35,128051.08,-52257.32,1442,1685
P04321,Dairy,Product 4321,Brand B,13.14,6.6,5291,56,1.21,4.3,12,69523.74,34603.14,4852,5291
P04322,Produce,Product 4322,Brand C,4.49,31.01,2000,63,3.0,3.2,32,8980.0,-53040.0,1123,1338
P04323,Bakery,Product 4323,Brand A,4.57,25.81,1660,50,2.63,4.6,66,7586.2,-35258.4,833,1309
P04324,Bakery,Product 4324,Brand D,3.82,28.31,3213,84,4.83,2.7,18,12273.66,-78686.37,497,671
P04325,Produce,Product 4325,Brand B,1.53,37.34,4513,75,3.0,3.7,60,6904.89,-161610.53,3186,3532
P04326,Bakery,Product 4326,Brand D,1.89,33.61,4057,40,2.55,3.6,97,7667.73,-128688.04,1068,1511
P04327,Dairy,Product 4327,Brand D,34.47,25.07,4725,73,2.71,4.1,42,162870.75,44415.0,561,888
P04328,Snacks,Product 4328,Brand D,21.79,16.89,4801,99,4.6,3.5,87,104613.79,23524.9,237,342
P04329,Beverages,Product 4329,Brand B,44.62,11.9,918,67,2.4,4.0,33,40961.16,30036.96,861,918
P04330,Dairy,Product 4330,Brand C,28.14,8.1,2573,64,1.97,4.0,59,72404.22,51562.92,2297,2573
P04331,Produce,Product 4331,Brand D,37.87,17.3,4169,55,4.69,4.7,61,157880.03,85756.33,962,1131
P04332,Snacks,Product 4332,Brand E,48.75,29.17,5215,33,1.08,2.8,80,254231.25,102109.7,4976,5215
P04333,Beverages,Product 4333,Brand C,3.25,34.56,4998,86,2.32,4.8,47,16243.5,-156487.38,692,767
P04334,Frozen,Product 4334,Brand C,47.55,10.47,2902,98,0.98,3.3,53,137990.1,107606.16,2447,2902
P04335,Bakery,Product 4335,Brand A,37.97,38.19,1840,46,0.7,3.0,98,69864.8,-404.8,1546,1840
P04336,Snacks,Product 4336,Brand B,32.23,21.72,2072,50,2.48,2.5,65,66780.56,21776.72,1542,1825
P04337,Dairy,Product 4337,Brand D,29.63,11.14,3299,34,3.41,2.6,75,97749.37,60998.51,2906,3299
P04338,Snacks,Product 4338,Brand B,4.62,19.64,4000,38,1.04,3.5,54,18480.0,-60080.0,3425,3621
P04339,Produce,Product 4339,Brand D,48.52,25.81,4353,40,2.17,4.6,61,211207.56,98856.63,3856,4353
P04340,Dairy,Product 4340,Brand D,16.65,32.61,3371,11,3.87,4.2,10,56127.15,-53801.16,1436,1858
P04341,Produce,Product 4341,Brand E,15.37,35.92,4195,21,0.75,4.9,96,64477.15,-86207.25,901,1378
P04342,Snacks,Product 4342,Brand E,22.26,5.79,2826,14,1.22,3.9,91,62906.76,46544.22,2457,2826
P04343,Snacks,Product 4343,Brand D,22.51,39.47,3575,70,2.63,4.0,73,80473.25,-60632.0,3357,3575
P04344,Dairy,Product 4344,Brand A,37.56,32.34,4192,65,0.82,4.5,17,157451.52,21882.24,4039,4192
P04345,Snacks,Product 4345,Brand B,1.71,32.34,4449,87,2.85,4.9,52,7607.79,-136272.87,4179,4449
P04346,Bakery,Product 4346,Brand C,19.36,15.13,3712,80,4.12,2.8,17,71864.32,15701.76,3395,3432
P04347,Produce,Product 4347,Brand C,1.53,27.03,4947,46,1.91,2.9,38,7568.91,-126148.5,4769,4947
P04348,Snacks,Product 4348,Brand C,23.27,5.6,1079,45,4.57,4.7,22,25108.33,19065.93,695,1043
P04349,Beverages,Product 4349,Brand A,37.79,30.03,2347,83,0.9,3.5,10,88693.13,18212.72,2147,2347
P04350,Dairy,Product 4350,Brand C,27.74,7.87,2031,38,2.23,2.5,38,56339.94,40355.97,126,296
P04351,Dairy,Product 4351,Brand E,19.16,10.69,2987,89,3.15,4.4,59,57230.92,25299.89,2528,2987
P04352,Bakery,Product 4352,Brand A,21.22,19.94,1397,47,3.76,4.9,46,29644.34,1788.16,230,540
P04353,Snacks,Product 4353,Brand A,1.6,5.6,3520,94,4.27,2.6,10,5632.0,-14080.0,3167,3292
P04354,Produce,Product 4354,Brand A,18.19,4.0,3614,50,2.55,4.1,78,65738.66,51282.66,3451,3614
P04355,Bakery,Product 4355,Brand C,27.74,22.44,4336,42,3.15,3.5,57,120280.64,22980.8,2432,2811
P04356,Dairy,Product 4356,Brand C,5.47,20.55,2883,90,4.92,2.7,64,15770.01,-43475.64,836,1123
P04357,Snacks,Product 4357,Brand D,26.86,31.67,4730,22,5.0,2.5,75,127047.8,-22751.3,3947,4301
P04358,Beverages,Product 4358,Brand D,14.59,7.68,1903,15,3.69,4.0,72,27764.77,13149.73,1398,1648
P04359,Frozen,Product 4359,Brand B,25.23,38.02,4645,75,3.72,4.6,31,117193.35,-59409.55,1191,1570
P04360,Frozen,Product 4360,Brand B,26.86,15.4,4725,17,4.59,3.5,20,126913.5,54148.5,332,762
P04361,Snacks,Product 4361,Brand B,25.65,13.22,865,73,4.12,2.7,38,22187.25,10751.95,321,549
P04362,Snacks,Product 4362,Brand C,32.52,7.31,3555,18,4.69,4.0,12,115608.6,89621.55,552,697
P04363,Bakery,Product 4363,Brand D,14.77,8.77,4612,32,4.37,4.4,54,68119.24,27672.0,4499,4612
P04364,Frozen,Product 4364,Brand E,48.17,25.3,3563,80,0.8,3.3,86,171629.71,81485.81,1035,1376
P04365,Dairy,Product 4365,Brand E,30.97,15.13,2087,30,2.51,3.8,12,64634.39,33058.08,1443,1789
P04366,Dairy,Product 4366,Brand D,31.39,20.71,2900,10,3.81,2.6,83,91031.0,30972.0,2411,2900
P04367,Snacks,Product 4367,Brand A,19.36,15.07,4925,55,3.07,4.1,77,95348.0,21128.25,464,556
P04368,Snacks,Product 4368,Brand A,2.3,39.99,3856,71,2.58,4.6,23,8868.8,-145332.64,2889,3070
P04369,Bakery,Product 4369,Brand E,42.92,25.3,1478,11,0.91,3.9,96,63435.76,26042.36,1350,1478
P04370,Snacks,Product 4370,Brand C,14.82,19.64,833,84,1.35,4.1,90,12345.06,-4015.06,555,833
P04371,Bakery,Product 4371,Brand A,41.27,10.69,2305,91,0.72,4.3,74,95127.35,70486.9,1863,2305
P04372,Dairy,Product 4372,Brand E,47.13,31.45,4161,53,0.52,4.6,66,196107.93,65244.48,3992,4161
P04373,Produce,Product 4373,Brand B,29.2,29.94,4782,97,2.42,4.4,24,139634.4,-3538.68,4523,4782
P04374,Frozen,Product 4374,Brand A,46.61,29.17,4180,92,4.09,2.6,69,194829.8,72899.2,3832,4180
P04375,Beverages,Product 4375,Brand B,33.95,28.68,3015,14,2.59,3.5,63,102359.25,15889.05,918,981
P04376,Beverages,Product 4376,Brand E,40.91,30.33,4676,48,0.99,3.5,11,191295.16,49472.08,4192,4676
P04377,Frozen,Product 4377,Brand B,35.35,10.47,4893,75,4.22,3.1,91,172967.55,121737.84,2065,2387
P04378,Beverages,Product 4378,Brand C,40.91,10.7,4291,90,2.14,4.2,73,175544.81,129631.11,3491,3793
P04379,Dairy,Product 4379,Brand A,19.37,14.35,3417,54,1.6,3.5,95,66187.29,17153.34,835,1047
P04380,Dairy,Product 4380,Brand A,5.79,6.31,4432,84,0.91,3.5,37,25661.28,-2304.64,3706,4194
P04381,Bakery,Product 4381,Brand E,23.33,32.52,1809,22,4.83,3.0,86,42203.97,-16624.71,1567,1809
P04382,Frozen,Product 4382,Brand C,18.31,16.44,4597,41,2.31,3.2,76,84171.07,8596.39,3614,4098
P04383,Snacks,Product 4383,Brand C,49.31,21.22,4011,52,3.92,3.3,12,197782.41,112668.99,3875,4011
P04384,Beverages,Product 4384,Brand E,1.71,15.13,4800,17,4.48,3.7,62,8208.0,-64416.0,4761,4800
P04385,Bakery,Product 4385,Brand B,20.53,10.27,3539,83,3.85,3.3,35,72655.67,36310.14,919,1328
P04386,Snacks,Product 4386,Brand A,27.74,15.37,2277,98,3.69,4.6,13,63163.98,28166.49,1814,2277
P04387,Beverages,Product 4387,Brand A,25.65,19.22,965,68,0.66,4.9,25,24752.25,6204.95,615,965
P04388,Beverages,Product 4388,Brand E,14.59,19.51,1902,20,2.14,2.6,81,27750.18,-9357.84,1528,1831
P04389,Produce,Product 4389,Brand A,14.82,24.92,4180,37,2.65,4.1,63,61947.6,-42218.0,3690,4108
P04390,Dairy,Product 4390,Brand E,46.61,34.69,2973,48,4.09,4.1,25,138571.53,35438.16,943,1011
P04391,Frozen,Product 4391,Brand B,23.72,23.97,4287,35,3.43,4.4,40,101687.64,-1071.75,4230,4287
P04392,Snacks,Product 4392,Brand C,14.77,10.69,4043,81,4.27,3.1,96,59715.11,16495.44,3573,4043
P04393,Snacks,Product 4393,Brand D,5.94,35.86,3859,35,4.83,3.2,11,22922.46,-115461.28,3235,3388
P04394,Snacks,Product 4394,Brand D,19.36,30.03,2916,41,1.64,2.5,82,56453.76,-31113.72,2715,2916
P04395,Snacks,Product 4395,Brand A,22.97,34.66,4511,55,2.59,3.1,54,103617.67,-52733.59,4424,4511
P04396,Snacks,Product 4396,Brand C,18.44,15.99,4397,37,0.99,4.4,63,81080.68,10772.65,4079,4397
P04397,Beverages,Product 4397,Brand B,14.81,5.89,1944,16,4.22,2.8,68,28790.64,17340.48,1376,1415
P04398,Dairy,Product 4398,Brand B,25.23,35.92,3056,44,4.34,3.6,68,77102.88,-32668.64,1611,1859
P04399,Frozen,Product 4399,Brand D,48.82,21.72,4873,75,4.28,3.1,31,237899.86,132058.3,4759,4873
P04400,Beverages,Product 4400,Brand E,5.79,15.37,3440,31,1.02,4.3,43,19917.6,-32955.2,3062,3440
P04401,Frozen,Product 4401,Brand C,48.5,32.34,2706,31,4.46,4.5,82,131241.0,43728.96,994,1198
P04402,Bakery,Product 4402,Brand B,5.09,3.93,4184,12,0.8,4.3,65,21296.56,4853.44,953,1159
P04403,Dairy,Product 4403,Brand E,17.7,35.92,4670,55,1.97,3.3,43,82659.0,-85087.4,4535,4670
P04404,Snacks,Product 4404,Brand C,40.37,5.59,4905,59,1.02,4.3,35,198014.85,170595.9,2510,2861
P04405,Bakery,Product 4405,Brand C,13.26,6.5,3534,17,0.72,3.4,80,46860.84,23889.84,279,541
P04406,Produce,Product 4406,Brand C,25.23,13.22,1159,13,2.65,2.9,54,29241.57,13919.59,688,1159
P04407,Bakery,Product 4407,Brand B,40.53,15.13,2583,24,2.6,3.0,85,104688.99,65608.2,2145,2583
P04408,Bakery,Product 4408,Brand B,9.49,11.9,3448,53,2.29,3.4,90,32721.52,-8309.68,3325,3448
P04409,Bakery,Product 4409,Brand E,31.84,3.5,4167,48,3.79,4.6,30,132677.28,118092.78,2499,2582
P04410,Produce,Product 4410,Brand B,16.63,16.89,3349,85,0.8,4.4,52,55693.87,-870.74,3136,3349
P04411,Produce,Product 4411,Brand D,38.13,8.77,4359,38,4.92,4.6,95,166208.67,127980.24,664,939
P04412,Dairy,Product 4412,Brand B,35.09,25.81,5039,82,2.42,4.0,99,176818.51,46761.92,4864,5039
P04413,Produce,Product 4413,Brand A,20.53,5.6,4428,71,4.57,4.3,48,90906.84,66110.04,4153,4428
P04414,Frozen,Product 4414,Brand B,38.13,5.56,4800,93,0.75,4.7,22,183024.0,156336.0,4564,4800
P04415,Beverages,Product 4415,Brand A,10.59,10.47,3778,43,2.23,3.8,51,40009.02,453.36,2806,2840
P04416,Beverages,Product 4416,Brand A,22.63,17.55,5060,35,3.63,4.7,54,114507.8,25704.8,4889,5060
P04417,Beverages,Product 4417,Brand C,37.92,32.52,4207,94,0.7,3.7,96,159529.44,22717.8,4066,4207
P04418,Dairy,Product 4418,Brand D,5.47,2.29,4974,96,3.15,3.9,60,27207.78,15817.32,4554,4974
P04419,Snacks,Product 4419,Brand E,47.55,7.31,4051,27,4.39,4.2,26,192625.05,163012.24,4026,4051
P04420,Beverages,Product 4420,Brand A,32.81,5.04,1837,72,4.53,4.5,93,60271.97,51013.49,1740,1837
P04421,Snacks,Product 4421,Brand C,17.7,22.44,2062,61,3.48,3.7,72,36497.4,-9773.88,1750,2062
P04422,Snacks,Product 4422,Brand D,31.96,26.91,1777,63,2.01,4.4,16,56792.92,8973.85,602,623
P04423,Bakery,Product 4423,Brand B,4.46,26.87,3277,97,0.72,4.5,64,14615.42,-73437.57,2505,2795
P04424,Produce,Product 4424,Brand D,48.2,3.5,3621,51,2.66,3.5,13,174532.2,161858.7,161,271
P04425,Bakery,Product 4425,Brand D,23.45,34.56,4236,63,2.26,4.5,40,99334.2,-47061.96,3549,3830
P04426,Snacks,Product 4426,Brand A,43.06,4.99,4729,61,1.35,4.7,65,203630.74,180033.03,4647,4729
